,well,lat,lon
7890,6407/7-A-14 HT2,7128645.4,412903.2
7891,6407/7-A-14 HT3,7128645.4,412903.2
7892,6407/7-A-15 AH,7128650.35,412892.57
7893,6407/7-A-15 BH,7128650.35,412892.57
7894,6407/7-A-15 BHT2,7128650.35,412892.57
7895,6407/7-A-15 H,7128650.35,412892.57
7896,6407/7-A-16 H,7128655.26,412883.15
7897,6407/7-A-17 H,7128660.51,412872.66
7898,6407/7-A-18 AH,7128664.51,412862.68
7899,6407/7-A-18 BH,7128664.51,412862.68
7900,6407/7-A-18 H,7128664.51,412862.68
7901,6407/7-A-18 HT2,7128664.51,412862.68
7902,6407/7-A-19 AH,7128651.07,412899.99
7903,6407/7-A-19 H,7128651.07,412899.99
7904,6407/7-A-2 H,7128579.35,412873.46
7905,6407/7-A-20 AY1H,7128660.94,412890.31
7906,6407/7-A-20 AY2H,7128660.94,412890.31
7907,6407/7-A-20 H,7128660.94,412890.31
7908,6407/7-A-22 H,7128645.09,412903.32
7909,6407/7-A-3 H,7128584.96,412883.04
7910,6407/7-A-4 AH,7128589.94,412893.01
7911,6407/7-A-4 H,7128589.94,412893.01
7912,6407/7-A-4 HT2,7128589.94,412893.01
7913,6407/7-A-5 AH,7128594.63,412902.57
7914,6407/7-A-5 BH,7128594.63,412902.57
7915,6407/7-A-5 BHT2,7128594.63,412902.57
7916,6407/7-A-5 CH,7128594.63,412902.57
7917,6407/7-A-5 CHT2,7128594.63,412902.57
7918,6407/7-A-5 H,7128594.63,412902.57
7919,6407/7-A-5 HT2,7128594.63,412902.57
7920,6407/7-A-6 AH,7128599.91,412912.95
7921,6407/7-A-6 H,7128599.91,412912.95
7922,6407/7-A-7 H,7128605.21,412922.52
7923,6407/7-A-8 AH,7128609.26,412932.73
7924,6407/7-A-8 H,7128609.26,412932.73
7925,6407/7-A-9 AH,7128614.54,412943.25
7926,6407/7-A-9 BH,7128614.54,412943.25
7927,6407/7-A-9 H,7128614.54,412943.25
7928,6407/7-B-1 Y1H,7131351.02,408999.47
7929,6407/7-B-1 Y1HT2,7131351.02,408999.47
7930,6407/7-U-1,7146478.82,409820.68
7931,6407/7-U-2,7128924.67,408339.67
7932,6407/8-1,7141835.21,420778.76
7933,6407/8-2,7129613.2,428524.24
7934,6407/8-3,7131399.31,433625.59
7935,6407/8-4 A,7147652.53,434947.46
7936,6407/8-4 S,7147652.53,434947.46
7937,6407/8-5 A,7136873.69,430558.81
7938,6407/8-5 S,7136873.69,430558.81
7939,6407/8-6,7137484.98,425743.95
7940,6407/8-6 A,7137484.98,425743.95
7941,6407/8-7,7140825.54,430630.0
7942,6407/8-7 A,7140825.54,430630.0
7943,6407/8-C-2 AY1H,7137900.18,430042.52
7944,6407/8-C-2 AY1HT2,7137900.18,430042.52
7945,6407/8-C-2 AY1HT3,7137900.18,430042.52
7946,6407/8-C-2 AY2H,7137900.18,430042.52
7947,6407/8-C-2 H,7137900.18,430042.52
7948,6407/8-C-4 H,7137900.53,430054.2
7949,6407/8-U-1,7137484.96,425718.98
7950,6407/9-1,7138488.3,441548.41
7951,6407/9-10,7139616.74,440607.11
7952,6407/9-2,7142349.8,442297.15
7953,6407/9-3,7134564.04,440802.82
7954,6407/9-4,7139103.84,438354.84
7955,6407/9-5,7128824.58,438858.99
7956,6407/9-6,7134880.01,439100.65
7957,6407/9-6 R,7134880.01,439100.65
7958,6407/9-7,7153029.89,445350.25
7959,6407/9-8,7140556.61,449852.14
7960,6407/9-9,7142821.81,437026.66
7961,6407/9-9 T2,7142821.81,437026.66
7962,6407/9-A-1,7137114.71,441210.79
7963,6407/9-A-2,7137114.76,441208.38
7964,6407/9-A-2 A,7137114.76,441208.38
7965,6407/9-A-3,7137112.54,441210.62
7966,6407/9-A-4,7137112.59,441208.34
7967,6407/9-A-4 A,7137112.59,441208.34
7968,6407/9-A-4 AT2,7137112.59,441208.34
7969,6407/9-A-4 AT3,7137112.59,441208.34
7970,6407/9-A-4 AT4,7137112.59,441208.34
7971,6407/9-A-5,7137110.07,441210.57
7972,6407/9-A-53 H,7134564.04,440802.82
7973,6407/9-A-55 AH,7128824.58,438858.99
7974,6407/9-A-55 H,7128824.58,438858.99
7975,6407/9-A-58 H,7140556.61,449852.14
7976,6407/9-A-6,7137110.11,441208.29
7977,6407/9-A-6 T2,7137110.11,441208.29
7978,6407/9-B-1 H,7142342.44,441949.53
7979,6407/9-B-2 H,7142341.91,441944.96
7980,6407/9-B-5 H,7142348.73,441944.15
7981,6407/9-C-1 H,7132417.91,438983.97
7982,6407/9-C-1 HT2,7132417.91,438983.97
7983,6407/9-C-2 H,7132417.07,438979.39
7984,6407/9-D-1 AH,7135968.29,438345.37
7985,6407/9-D-1 H,7135968.29,438345.37
7986,6407/9-D-2 H,7135966.34,438318.89
7987,6407/9-D-3 H,7138034.92,437850.0
7988,6407/9-E-1 H,7127052.73,438506.48
7989,6407/9-E-1 HT2,7127052.73,438506.48
7990,6407/9-E-2 H,7127002.28,438505.61
7991,6407/9-E-3 H,7127025.9,438563.03
7992,6407/9-E-4 H,7126413.55,437175.0
7993,6407/9-E-4 HT2,7126413.55,437175.0
7994,6407/9-F-1 H,7139616.7,440609.12
7995,6407/9-G-1 H,7136417.13,438060.04
7996,6407/9-G-2 H,7139036.9,441666.01
7997,6407/9-G-3 H,7135710.37,439733.06
7998,6407/9-G-5 H,7127209.59,438404.47
7999,6407/9-U-1,7138650.07,441120.17
8000,6407/9-U-10,7137220.53,441230.93
8001,6407/9-U-11,7137220.53,441230.93
8002,6407/9-U-12,7137220.53,441230.93
8003,6407/9-U-13,7137220.53,441230.93
8004,6407/9-U-14,7132399.94,439000.01
8005,6407/9-U-15,7137003.78,441134.32
8006,6407/9-U-2,7139949.13,441680.02
8007,6407/9-U-3,7136775.51,441025.13
8008,6407/9-U-4,0.0,0.0
8009,6407/9-U-5,7138020.61,440845.15
8010,6407/9-U-6,7138650.07,441120.17
8011,6407/9-U-7,0.0,0.0
8012,6407/9-U-8,7137220.53,441230.93
8013,6407/9-U-9,7137220.53,441230.93
8014,6408/11-U-1,7108856.01,482524.11
8015,6408/12-U-1,7116198.13,487757.95
8016,6408/4-1,7171699.06,464550.03
8017,6501/3-U-1,7301984.43,453915.05
8018,6501/3-U-2,7301965.96,451779.57
8019,6501/3-U-3,7301963.86,451408.8
8020,6504/4-U-1,7288677.33,560932.73
8021,6504/4-U-2,7284666.91,561017.94
8022,6504/5-1 S,7286683.33,563330.14
8023,6504/5-U-1,7287814.57,566019.05
8024,6504/5-U-2,7284590.89,565645.89
8025,6504/5-U-3,7284208.58,564679.03
8026,6504/5-U-4,7283320.31,563758.48
8027,6504/5-U-5,7286681.66,563324.56
8028,6505/10-1,7225243.08,602035.97
8029,6506/11-1,7231229.82,390662.03
8030,6506/11-10,7236795.34,379863.63
8031,6506/11-2,7217095.51,388157.27
8032,6506/11-2 T2,7217095.51,388157.27
8033,6506/11-3,7237146.88,377273.8
8034,6506/11-4 S,7214065.98,387026.3
8035,6506/11-4 ST2,7214065.98,387026.3
8036,6506/11-5 S,7220497.62,390135.87
8037,6506/11-6,7213786.47,378448.14
8038,6506/11-7,7229792.83,381477.18
8039,6506/11-8,7224481.28,380172.2
8040,6506/11-9 S,7229882.11,388624.07
8041,6506/11-A-1 H,7226298.47,381692.18
8042,6506/11-A-2 H,7226302.09,381686.98
8043,6506/11-A-3 H,7226306.66,381688.99
8044,6506/11-A-4 H,7226302.91,381697.58
8045,6506/11-B-3 H,7229148.14,382715.22
8046,6506/11-B-3 HT2,7229148.14,382715.22
8047,6506/11-E-3 H,7218376.97,387659.91
8048,6506/11-F-2 H,7214073.67,387019.52
8049,6506/11-F-3 H,7214075.09,387023.11
8050,6506/11-F-4 H,7214065.98,387026.3
8051,6506/11-F-4 HT2,7214065.98,387026.3
8052,6506/11-G-1 H,7220497.62,390135.87
8053,6506/11-G-2 H,7220504.99,390121.11
8054,6506/11-G-3 H,7220506.97,390126.02
8055,6506/11-G-3 HT2,7220506.97,390126.02
8056,6506/11-G-4 H,7220507.1,390130.86
8057,6506/11-G-4 HT2,7220507.1,390130.86
8058,6506/11-N-2 H,7214134.61,381284.84
8059,6506/11-N-3 AH,7214139.19,381286.47
8060,6506/11-N-3 H,7214139.19,381286.47
8061,6506/11-N-4 H,7214136.04,381295.38
8062,6506/11-P-1 H,7212708.37,379284.02
8063,6506/11-P-2 H,7212711.83,379275.25
8064,6506/11-P-3 H,7212716.41,379277.01
8065,6506/11-U-1,7229122.78,382714.08
8066,6506/11-U-2,7228659.77,381031.19
8067,6506/12-1,7229359.52,393591.68
8068,6506/12-10,7225505.52,397658.22
8069,6506/12-10 A,7225505.52,397658.22
8070,6506/12-11 S,7220144.87,391047.42
8071,6506/12-11 SR,7220144.87,391047.42
8072,6506/12-12 A,7234441.75,402170.96
8073,6506/12-12 S,7234441.75,402170.96
8074,6506/12-2,7213073.52,400672.45
8075,6506/12-3,7213112.8,400646.78
8076,6506/12-4,7234298.14,393591.29
8077,6506/12-5,7214766.4,404557.55
8078,6506/12-6,7228967.74,395911.26
8079,6506/12-7,7228966.15,402107.96
8080,6506/12-7 T2,7228966.15,402107.96
8081,6506/12-8,7212038.59,403380.37
8082,6506/12-9 S,7223265.37,394568.52
8083,6506/12-H-1 H,7223846.05,390827.91
8084,6506/12-H-2 H,7223852.49,390821.23
8085,6506/12-H-2 HT2,7223852.49,390821.23
8086,6506/12-H-3 H,7223855.18,390824.07
8087,6506/12-H-3 HT2,7223855.18,390824.07
8088,6506/12-H-4 H,7223848.75,390830.49
8089,6506/12-I-1 AH,7220144.4,391043.23
8090,6506/12-I-1 H,7220144.4,391043.23
8091,6506/12-I-2 H,7220150.97,391041.51
8092,6506/12-I-3 H,7222010.11,391107.81
8093,6506/12-I-4 H,7220144.87,391047.42
8094,6506/12-J-1 H,7229076.4,393779.27
8095,6506/12-J-1 HT2,7229076.4,393779.27
8096,6506/12-J-2 H,7229081.84,393774.38
8097,6506/12-J-3 H,7229084.94,393774.49
8098,6506/12-J-4 H,7229079.11,393781.58
8099,6506/12-K-1 H,7225500.16,392424.89
8100,6506/12-K-2 H,7225507.78,392419.95
8101,6506/12-K-3 H,7225509.83,392423.03
8102,6506/12-K-4 H,7225502.21,392428.1
8103,6506/12-L-1 H,7225875.76,395986.71
8104,6506/12-L-2 AH,7225870.48,395987.05
8105,6506/12-L-2 H,7225870.48,395987.05
8106,6506/12-L-2 HT2,7225870.48,395987.05
8107,6506/12-L-3 H,7225873.83,395988.86
8108,6506/12-L-4 H,7225869.51,395996.93
8109,6506/12-M-1 AH,7229757.05,396985.31
8110,6506/12-M-1 H,7229757.05,396985.31
8111,6506/12-M-2 AH,7229759.23,396976.27
8112,6506/12-M-2 H,7229759.23,396976.27
8113,6506/12-M-3 H,7229929.85,392294.08
8114,6506/12-M-3 HT2,7229929.85,392294.08
8115,6506/12-M-4 H,7229761.05,396986.1
8116,6506/12-N-1 H,7229725.44,399350.95
8117,6506/12-N-2 H,7229733.8,399351.1
8118,6506/12-N-3 AH,7229735.35,399351.02
8119,6506/12-N-3 H,7229735.35,399351.02
8120,6506/12-N-4 AH,7229726.87,399354.51
8121,6506/12-N-4 H,7229726.87,399354.51
8122,6506/12-NB-1 H,7234441.75,402170.96
8123,6506/12-P-1 AH,7212869.41,400097.21
8124,6506/12-P-1 BH,7212869.41,400097.21
8125,6506/12-P-1 H,7212869.49,400094.85
8126,6506/12-P-2 H,7212875.52,400090.34
8127,6506/12-P-2 Y2H,7212875.52,400090.34
8128,6506/12-P-3 AH,7212878.23,400092.79
8129,6506/12-P-3 H,7212878.23,400092.79
8130,6506/12-P-4 AH,7212872.42,400099.67
8131,6506/12-P-4 H,7212872.42,400099.67
8132,6506/12-PB-1 Y1H,7213849.55,399970.5
8133,6506/12-PB-1 Y1HT2,7213849.55,399970.5
8134,6506/12-PB-1 Y2H,7213849.55,399970.5
8135,6506/12-PB-1 Y2HT2,7213849.55,399970.5
8136,6506/12-PB-4 H,7213854.07,399974.45
8137,6506/12-Q-1 AY1H,7214718.61,403056.37
8138,6506/12-Q-1 AY2H,7214718.61,403056.37
8139,6506/12-Q-1 H,7214718.61,403056.37
8140,6506/12-Q-2 AH,7214725.01,403049.9
8141,6506/12-Q-2 H,7214725.01,403049.9
8142,6506/12-Q-3 AH,7214727.71,403052.61
8143,6506/12-Q-3 BH,7214727.71,403052.61
8144,6506/12-Q-3 BHT2,7214727.71,403052.61
8145,6506/12-Q-3 H,7214727.71,403052.61
8146,6506/12-Q-4 AY1H,7214721.31,403059.08
8147,6506/12-Q-4 AY1HT2,7214721.31,403059.08
8148,6506/12-Q-4 AY2H,7214721.31,403059.08
8149,6506/12-Q-4 H,7214721.31,403059.08
8150,6506/12-Q-5 Y1H,7214726.61,403057.94
8151,6506/12-Q-5 Y2H,7214726.61,403057.94
8152,6506/12-R-1 H,7213988.86,401197.36
8153,6506/12-R-2 H,7214001.13,401191.88
8154,6506/12-R-3 Y1H,7214003.2,401194.83
8155,6506/12-R-3 Y2H,7214003.2,401194.83
8156,6506/12-R-4 H,7213998.51,401196.11
8157,6506/12-S-1 AH,7211999.4,403203.95
8158,6506/12-S-1 H,7211999.4,403203.95
8159,6506/12-S-2 H,7212006.06,403199.05
8160,6506/12-S-3 AH,7212007.19,403202.63
8161,6506/12-S-3 H,7212002.25,403202.07
8162,6506/12-S-4 AH,7211998.43,403205.22
8163,6506/12-S-4 BH,7211998.43,403205.22
8164,6506/12-S-4 H,7211998.43,403205.22
8165,6506/12-U-1,7212579.34,401419.46
8166,6506/12-U-10,7212918.95,402678.82
8167,6506/12-U-11,7212269.07,402657.57
8168,6506/12-U-12,7212082.54,401734.45
8169,6506/12-U-13,7213489.82,400405.99
8170,6506/12-U-14,7234439.51,402154.37
8171,6506/12-U-15,7234467.83,402141.01
8172,6506/12-U-2,7212169.59,402384.46
8173,6506/12-U-3,7212498.66,401610.65
8174,6506/12-U-4,7227349.91,394169.99
8175,6506/12-U-5,7227754.03,393787.03
8176,6506/12-U-6,7227710.11,394330.03
8177,6506/12-U-7,7213695.63,401669.85
8178,6506/12-U-8,7214139.32,403255.45
8179,6506/12-U-9,7214708.71,402894.41
8180,6506/3-1,7300300.07,396769.02
8181,6506/6-1,7269443.22,405870.78
8182,6506/6-2,7281441.93,401771.05
8183,6506/6-U-1,7281467.08,401760.26
8184,6506/9-1,7265844.08,404541.06
8185,6506/9-2 S,7239978.2,394237.4
8186,6506/9-3,7238280.29,402114.39
8187,6506/9-4 A,7239618.38,393073.34
8188,6506/9-4 S,7239618.38,393073.34
8189,6507/1-1,7314349.78,420879.95
8190,6507/10-1,7234272.64,417384.99
8191,6507/10-1 T2,7234272.64,417384.99
8192,6507/10-1 T3,7234272.64,417384.99
8193,6507/10-2 S,7233518.21,419681.08
8194,6507/11-1,7218274.44,428996.14
8195,6507/11-10,7219569.85,434033.03
8196,6507/11-10 T2,7219569.85,434033.03
8197,6507/11-11,7235954.48,430407.36
8198,6507/11-2,7229774.55,434952.38
8199,6507/11-3,7213169.06,429908.44
8200,6507/11-4,7224724.36,426544.7
8201,6507/11-5 S,7209986.27,431967.6
8202,6507/11-6,7211708.74,425288.63
8203,6507/11-7,7229892.52,423410.55
8204,6507/11-8,7221898.7,429994.97
8205,6507/11-9,7226521.88,425900.64
8206,6507/11-U-1,7209829.97,431719.94
8207,6507/11-U-2,7210639.89,431729.99
8208,6507/11-V-1 H,7221898.7,429994.97
8209,6507/11-X-1 H,7216961.45,429106.96
8210,6507/11-X-2 H,7216970.42,429107.18
8211,6507/11-X-3 H,7216970.33,429111.1
8212,6507/11-X-4 AH,7216961.04,429110.87
8213,6507/11-X-4 H,7216961.04,429110.87
8214,6507/11-X-4 HT2,7216961.04,429110.87
8215,6507/11-Y-1 AH,7209984.31,431972.15
8216,6507/11-Y-1 H,7209984.31,431972.15
8217,6507/11-Y-2 H,7209984.21,431962.97
8218,6507/11-Y-3 H,7209986.27,431967.6
8219,6507/11-Y-4 H,7209988.34,431972.11
8220,6507/12-1,7222304.75,439520.78
8221,6507/12-2,7231064.18,446629.36
8222,6507/12-2 T2,7231064.18,446629.36
8223,6507/12-3,7215836.28,444406.39
8224,6507/2-1,7309911.23,428828.15
8225,6507/2-1 T2,7309911.23,428828.15
8226,6507/2-2,7311658.69,432391.0
8227,6507/2-2 T2,7311658.69,432391.0
8228,6507/2-3,7305876.36,439155.08
8229,6507/2-4,7314229.99,436037.2
8230,6507/2-N-2 AH,7313451.13,433724.86
8231,6507/2-N-2 H,7313451.13,433724.86
8232,6507/2-N-4 H,7313445.91,433736.25
8233,6507/2-N-4 HT2,7313445.91,433736.25
8234,6507/2-U-1,7313447.86,433759.05
8235,6507/3-1,7317803.72,446637.44
8236,6507/3-1 T2,7317803.72,446637.44
8237,6507/3-10,7312591.55,449937.28
8238,6507/3-11 S,7300138.34,446845.49
8239,6507/3-12,7316913.96,451545.26
8240,6507/3-12 A,7316913.96,451545.26
8241,6507/3-2,7293435.73,450602.42
8242,6507/3-3,7298509.86,441665.21
8243,6507/3-3 A,7298509.86,441665.21
8244,6507/3-3 B,7298509.86,441665.21
8245,6507/3-4,7319233.71,447598.86
8246,6507/3-5 S,7317094.19,445915.57
8247,6507/3-6,7297834.85,450648.81
8248,6507/3-7,7301009.43,441454.51
8249,6507/3-8,7319482.41,454188.4
8250,6507/3-9 S,7314658.11,440530.09
8251,6507/3-D-2 H,7298219.14,441478.05
8252,6507/3-D-3 H,7298206.62,441484.53
8253,6507/3-L-1 H,7317090.86,445927.76
8254,6507/3-L-2 H,7317097.43,445908.06
8255,6507/3-L-4 AH,7317088.27,445933.64
8256,6507/3-L-4 H,7317088.27,445933.64
8257,6507/3-U-1,7317100.21,445534.37
8258,6507/3-U-2,7301005.97,441472.22
8259,6507/3-U-3,7298219.97,441195.0
8260,6507/3-U-4,7312615.77,449933.53
8261,6507/5-1,7292152.72,438172.23
8262,6507/5-2,7289162.2,437524.41
8263,6507/5-3,7275223.47,426690.58
8264,6507/5-4,7286930.97,434346.79
8265,6507/5-4 A,7286930.97,434346.79
8266,6507/5-5,7287623.7,435533.04
8267,6507/5-6 S,7291629.85,438363.83
8268,6507/5-6 ST2,7291629.85,438363.83
8269,6507/5-7,7269745.03,434110.98
8270,6507/5-8,7287386.82,432948.05
8271,6507/5-A-1 H,7291629.85,438363.83
8272,6507/5-A-3 H,7291634.25,438375.39
8273,6507/5-A-4 H,7291621.13,438380.33
8274,6507/5-A-6 H,7291616.74,438368.77
8275,6507/5-B-10 AH,7287858.14,435325.86
8276,6507/5-B-10 H,7287858.14,435325.86
8277,6507/5-B-2 H,7287825.83,435219.88
8278,6507/5-B-3 H,7287816.0,435229.87
8279,6507/5-B-5 AH,7287867.96,435315.87
8280,6507/5-B-5 AHT2,7287867.96,435315.87
8281,6507/5-B-5 H,7287867.96,435315.87
8282,6507/5-B-6 H,7287872.2,435320.18
8283,6507/5-B-8 H,7287866.92,435334.6
8284,6507/5-B-9 H,7287862.38,435330.16
8285,6507/5-J-1 H,7291583.05,438162.93
8286,6507/5-J-2 H,7291585.1,438168.71
8287,6507/5-J-3 H,7291571.98,438173.65
8288,6507/5-J-4 H,7291569.94,438167.87
8289,6507/5-J-4 HT2,7291569.94,438167.87
8290,6507/5-U-1,7291553.94,438191.99
8291,6507/5-U-2,7291645.13,438359.06
8292,6507/5-U-3,7287821.28,435215.44
8293,6507/6-1,7277265.27,441417.85
8294,6507/6-2,7291819.83,439718.65
8295,6507/6-3,7281454.08,450637.36
8296,6507/6-4 A,7280010.99,441342.38
8297,6507/6-4 S,7280010.99,441342.38
8298,6507/7-1,7260481.16,417247.4
8299,6507/7-10,7253215.71,422511.29
8300,6507/7-11 S,7243514.99,412743.08
8301,6507/7-12,7259419.31,421406.23
8302,6507/7-13,7254385.05,422450.33
8303,6507/7-13 A,7254385.05,422450.33
8304,6507/7-14 S,7257411.95,415293.97
8305,6507/7-15 S,7257390.9,411785.99
8306,6507/7-2,7247224.93,421294.24
8307,6507/7-3,7245042.82,420591.73
8308,6507/7-4,7245402.39,419050.2
8309,6507/7-5,7249656.78,420590.94
8310,6507/7-5 A,7249656.78,420590.94
8311,6507/7-6,7249616.27,421821.65
8312,6507/7-7,7242882.38,421386.83
8313,6507/7-8,7242895.96,421377.09
8314,6507/7-9,7245951.29,421641.08
8315,6507/7-A-1,7245995.21,421620.38
8316,6507/7-A-10,7245992.95,421623.94
8317,6507/7-A-11,7245994.06,421628.76
8318,6507/7-A-11 A,7245994.06,421628.76
8319,6507/7-A-11 B,7245994.06,421628.76
8320,6507/7-A-11 BT2,7245994.06,421628.76
8321,6507/7-A-12,7245994.6,421631.75
8322,6507/7-A-12 A,7245994.6,421631.75
8323,6507/7-A-13,7245995.71,421636.57
8324,6507/7-A-14,7245996.25,421639.43
8325,6507/7-A-14 A,7245996.25,421639.43
8326,6507/7-A-14 B,7245996.25,421639.43
8327,6507/7-A-15,7245997.67,421644.39
8328,6507/7-A-15 A,7245997.67,421644.39
8329,6507/7-A-16,7245998.52,421647.26
8330,6507/7-A-17,7245988.35,421621.88
8331,6507/7-A-17 A,7245988.35,421621.88
8332,6507/7-A-17 B,7245988.35,421621.88
8333,6507/7-A-17 C,7245988.35,421621.88
8334,6507/7-A-17 D,7245988.35,421621.88
8335,6507/7-A-18,7245989.21,421624.75
8336,6507/7-A-18 A,7245989.21,421624.75
8337,6507/7-A-19,7245990.31,421629.7
8338,6507/7-A-19 A,7245990.31,421629.7
8339,6507/7-A-19 B,7245990.31,421629.7
8340,6507/7-A-2,7245995.75,421623.24
8341,6507/7-A-2 A,7245995.75,421623.24
8342,6507/7-A-2 T2,7245995.75,421623.24
8343,6507/7-A-20,7245990.49,421623.23
8344,6507/7-A-20 A,7245990.86,421632.56
8345,6507/7-A-21,7245992.28,421637.39
8346,6507/7-A-22,7245992.82,421640.38
8347,6507/7-A-23,7245993.93,421645.2
8348,6507/7-A-24,7245994.78,421648.2
8349,6507/7-A-24 A,7245994.78,421648.2
8350,6507/7-A-24 T2,7245994.78,421648.2
8351,6507/7-A-25,7245985.55,421622.58
8352,6507/7-A-25 A,7245985.55,421622.58
8353,6507/7-A-25 T2,7245985.55,421622.58
8354,6507/7-A-26,7245986.09,421625.44
8355,6507/7-A-26 A,7245986.09,421625.44
8356,6507/7-A-26 AT2,7245986.09,421625.44
8357,6507/7-A-27,7245987.2,421630.39
8358,6507/7-A-28,7245988.05,421633.26
8359,6507/7-A-28 A,7245988.05,421633.26
8360,6507/7-A-28 B,7245988.05,421633.26
8361,6507/7-A-28 C,7245988.05,421633.26
8362,6507/7-A-29,7245989.16,421638.08
8363,6507/7-A-29 AY1,7245989.16,421638.08
8364,6507/7-A-29 AY2,7245989.16,421638.08
8365,6507/7-A-3,7245996.86,421628.06
8366,6507/7-A-3 A,7245996.86,421628.06
8367,6507/7-A-3 T2,7245996.86,421628.06
8368,6507/7-A-30,7245990.01,421641.08
8369,6507/7-A-30 A,7245990.01,421641.08
8370,6507/7-A-30 B,7245990.01,421641.08
8371,6507/7-A-30 C,7245990.01,421641.08
8372,6507/7-A-31,7245991.12,421645.9
8373,6507/7-A-32,7245991.66,421648.89
8374,6507/7-A-33,7245982.74,421623.28
8375,6507/7-A-33 A,7245982.74,421623.28
8376,6507/7-A-33 B,7245982.74,421623.28
8377,6507/7-A-34,7245983.28,421626.14
8378,6507/7-A-34 A,7245983.28,421626.14
8379,6507/7-A-34 AT2,7245983.28,421626.14
8380,6507/7-A-34 B,7245983.28,421626.14
8381,6507/7-A-35,7245984.39,421631.09
8382,6507/7-A-35 A,7245984.39,421631.09
8383,6507/7-A-35 B,7245984.39,421631.09
8384,6507/7-A-35 C,7245984.39,421631.09
8385,6507/7-A-35 D,7245984.39,421631.09
8386,6507/7-A-35 E,7245984.39,421631.09
8387,6507/7-A-36,7245985.24,421633.96
8388,6507/7-A-36 A,7245985.24,421633.96
8389,6507/7-A-36 B,7245985.24,421633.96
8390,6507/7-A-36 BT2,7245985.24,421633.96
8391,6507/7-A-36 BT3,7245985.24,421633.96
8392,6507/7-A-36 T2,7245985.24,421633.96
8393,6507/7-A-37,7245986.35,421638.78
8394,6507/7-A-37 T2,7245986.35,421638.78
8395,6507/7-A-37 T3,7245986.35,421638.78
8396,6507/7-A-38,7245986.53,421632.31
8397,6507/7-A-39,7245988.0,421646.59
8398,6507/7-A-39 AY1,7245988.0,421646.59
8399,6507/7-A-39 AY1T2,7245988.0,421646.59
8400,6507/7-A-39 AY2,7245988.0,421646.59
8401,6507/7-A-4,7245998.33,421631.07
8402,6507/7-A-40,7245988.85,421649.59
8403,6507/7-A-40 A,7245988.85,421649.59
8404,6507/7-A-41,7245979.0,421624.09
8405,6507/7-A-41 A,7245979.0,421624.09
8406,6507/7-A-41 B,7245979.0,421624.09
8407,6507/7-A-42,7245979.54,421627.08
8408,6507/7-A-42 A,7245979.54,421627.08
8409,6507/7-A-42 B,7245979.55,421626.95
8410,6507/7-A-43,7245980.65,421631.9
8411,6507/7-A-43 A,7245980.65,421631.9
8412,6507/7-A-43 AT2,7245980.65,421631.9
8413,6507/7-A-43 T2,7245980.65,421631.9
8414,6507/7-A-44,7245981.5,421634.9
8415,6507/7-A-44 A,7245981.5,421634.9
8416,6507/7-A-44 B,7245981.5,421634.9
8417,6507/7-A-45,7245982.61,421639.72
8418,6507/7-A-45 A,7245982.61,421639.72
8419,6507/7-A-45 B,7245982.61,421639.72
8420,6507/7-A-46,7245983.16,421642.58
8421,6507/7-A-46 A,7245983.16,421642.58
8422,6507/7-A-46 AT2,7245983.16,421642.58
8423,6507/7-A-47,7245984.57,421647.54
8424,6507/7-A-48,7245985.12,421650.4
8425,6507/7-A-48 A,7245985.12,421650.4
8426,6507/7-A-49,7245975.89,421624.78
8427,6507/7-A-5,7245998.82,421635.88
8428,6507/7-A-50,7245976.74,421627.78
8429,6507/7-A-50 A,7245976.74,421627.78
8430,6507/7-A-51,7245977.85,421632.6
8431,6507/7-A-51 A,7245977.85,421632.6
8432,6507/7-A-52,7245978.39,421635.59
8433,6507/7-A-52 A,7245978.39,421635.59
8434,6507/7-A-52 AT2,7245978.39,421635.59
8435,6507/7-A-53,7245979.81,421640.42
8436,6507/7-A-53 A,7245979.81,421640.42
8437,6507/7-A-54,7245980.35,421643.28
8438,6507/7-A-55,7245981.46,421648.23
8439,6507/7-A-55 T2,7245981.46,421648.23
8440,6507/7-A-56,7245982.31,421651.1
8441,6507/7-A-6,7245999.36,421638.74
8442,6507/7-A-7,7246000.47,421643.69
8443,6507/7-A-7 T2,7246000.47,421643.69
8444,6507/7-A-8,7246001.32,421646.56
8445,6507/7-A-9,7245992.1,421620.94
8446,6507/7-A-9 A,7245992.1,421620.94
8447,6507/7-A-9 B,7245992.1,421620.94
8448,6507/7-A-9 C,7245992.1,421620.94
8449,6507/7-B-1 H,7244599.44,419042.32
8450,6507/7-B-2 H,7244618.73,419039.09
8451,6507/7-B-3 H,7244618.73,419039.09
8452,6507/7-B-4 H,7244609.6,419055.55
8453,6507/7-C-1 H,7241620.8,420833.07
8454,6507/7-C-2 H,7241619.26,420832.64
8455,6507/7-C-3 H,7241621.89,420838.68
8456,6507/7-C-3 HT2,7241621.89,420838.68
8457,6507/7-C-4 AH,7241616.96,420848.92
8458,6507/7-C-4 AHT2,7241616.96,420848.92
8459,6507/7-C-4 AHT3,7241616.96,420848.92
8460,6507/7-C-4 AHT4,7241616.96,420848.92
8461,6507/7-C-4 H,7241616.96,420848.92
8462,6507/7-U-1,7248538.95,421661.0
8463,6507/7-U-10,7257793.07,413713.07
8464,6507/7-U-2,7243601.07,421025.01
8465,6507/7-U-3,7249647.89,420541.95
8466,6507/7-U-4,7245982.9,421652.02
